building,split,date,method,solver_success,soc_violations,power_violations,simultaneous_charge_discharge_violations,soc_transition_violations,max_abs_soc_transition_error,initial_soc_error,terminal_soc_error,nan_or_inf_count
Hog_office_Rolando,validation,2017-11-18,q0.8_a0.0,True,0,0,0,0,1.9895196601282805e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-19,q0.8_a0.0,True,0,0,0,0,3.183231456205249e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-20,q0.8_a0.0,True,0,0,0,0,5.6274984672199935e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-21,q0.8_a0.0,True,0,0,0,0,7.105427357601002e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-22,q0.8_a0.0,True,0,0,0,0,4.888534022029489e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-23,q0.8_a0.0,True,0,0,0,0,4.774847184307873e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-24,q0.8_a0.0,True,0,0,0,0,3.524291969370097e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-25,q0.8_a0.0,True,0,0,0,0,2.5011104298755527e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-26,q0.8_a0.0,True,0,0,0,0,2.6716406864579767e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-27,q0.8_a0.0,True,0,0,0,0,4.774847184307873e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-28,q0.8_a0.0,True,0,0,0,0,4.661160346586257e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-29,q0.8_a0.0,True,0,0,0,0,2.3305801732931286e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-30,q0.8_a0.0,True,0,0,0,0,1.4779288903810084e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-02,q0.8_a0.5,True,0,0,0,0,6.366462912410498e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-03,q0.8_a0.5,True,0,0,0,0,4.718003765447065e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-04,q0.8_a0.5,True,0,0,0,0,9.094947017729282e-13,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-05,q0.8_a0.5,True,0,0,0,0,2.1600499167107046e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-06,q0.8_a0.5,True,0,0,0,0,2.1032064978498966e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-07,q0.8_a0.5,True,0,0,0,0,4.661160346586257e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-08,q0.8_a0.5,True,0,0,0,0,1.3642420526593924e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-09,q0.8_a0.5,True,0,0,0,0,4.149569576838985e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-10,q0.8_a0.5,True,0,0,0,0,1.3073986337985843e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-11,q0.8_a0.5,True,0,0,0,0,1.3642420526593924e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-12,q0.8_a0.5,True,0,0,0,0,1.3073986337985843e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-13,q0.8_a0.5,True,0,0,0,0,3.808509063674137e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-14,q0.8_a0.5,True,0,0,0,0,2.8990143619012088e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-15,q0.8_a0.5,True,0,0,0,0,4.149569576838985e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-16,q0.8_a0.5,True,0,0,0,0,4.490630090003833e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-17,q0.8_a0.5,True,0,0,0,0,3.240074875066057e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-18,q0.8_a0.5,True,0,0,0,0,7.389644451905042e-13,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-19,q0.8_a0.5,True,0,0,0,0,3.808509063674137e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-20,q0.8_a0.5,True,0,0,0,0,3.183231456205249e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-21,q0.8_a0.5,True,0,0,0,0,4.604316927725449e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-22,q0.8_a0.5,True,0,0,0,0,7.617018127348274e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-23,q0.8_a0.5,True,0,0,0,0,2.3874235921539366e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-24,q0.8_a0.5,True,0,0,0,0,2.2168933355715126e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-25,q0.8_a0.5,True,0,0,0,0,3.694822225952521e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-26,q0.8_a0.5,True,0,0,0,0,2.6147972675971687e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-27,q0.8_a0.5,True,0,0,0,0,1.7621459846850485e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-28,q0.8_a0.5,True,0,0,0,0,1.3073986337985843e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-29,q0.8_a0.5,True,0,0,0,0,2.6147972675971687e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-30,q0.8_a0.5,True,0,0,0,0,3.524291969370097e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-02,q0.8_a1.0,True,0,0,0,0,5.7411853049416095e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-03,q0.8_a1.0,True,0,0,0,0,3.865352482534945e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-04,q0.8_a1.0,True,0,0,0,0,2.6147972675971687e-12,0.0,0.0,0
